mref;description;category;color;composition;sku;stock;size;image;price
72136;Vestido Malha Estampado;VESTIDO;Pink;100,00% POLIESTER;72136-M-PINK;10;M;72136PINK.jpg; R$ 40,00 
70338;T-Shirt Manga Curta;T-SHIRT;Magenta;  6,00% ELASTANO   31,00% POLIESTER   63,00% VISCOSE;70338-P-MAGENTA;12;P;70338MAGENTA.jpg; R$ 24,90 
70338;T-Shirt Manga Curta;T-SHIRT;Magenta;  6,00% ELASTANO   31,00% POLIESTER   63,00% VISCOSE;70338-M-MAGENTA;8;M;70338MAGENTA.jpg; R$ 24,90 
70338;T-Shirt Manga Curta;T-SHIRT;Magenta;  6,00% ELASTANO   31,00% POLIESTER   63,00% VISCOSE;70338-G-MAGENTA;7;G;70338MAGENTA.jpg; R$ 24,90 
75120;Short;SHORT;Preto; 97,00% ALGODAO    3,00% ELASTANO;75120-38-PRETO;3;38;75120PRETO.jpg; R$ 29,90 
75120;Short;SHORT;Preto; 97,00% ALGODAO    3,00% ELASTANO;75120-40-PRETO;2;40;75120PRETO.jpg; R$ 29,90 
75120;Short;SHORT;Nude; 97,00% ALGODAO    3,00% ELASTANO;75120-36-NUDE;1;36;75120NUDE.jpg; R$ 29,90 
75120;Short;SHORT;Nude; 97,00% ALGODAO    3,00% ELASTANO;75120-38-NUDE;11;38;75120NUDE.jpg; R$ 29,90 
75120;Short;SHORT;Nude; 97,00% ALGODAO    3,00% ELASTANO;75120-40-NUDE;12;40;75120NUDE.jpg; R$ 29,90 
75120;Short;SHORT;Nude; 97,00% ALGODAO    3,00% ELASTANO;75120-42-NUDE;2;42;75120NUDE.jpg; R$ 29,90 
75120;Short;SHORT;Caramelo; 97,00% ALGODAO    3,00% ELASTANO;75120-36-CARAMELO;4;36;75120CARAMELO.jpg; R$ 29,90 
75120;Short;SHORT;Caramelo; 97,00% ALGODAO    3,00% ELASTANO;75120-38-CARAMELO;3;38;75120CARAMELO.jpg; R$ 29,90 
75120;Short;SHORT;Caramelo; 97,00% ALGODAO    3,00% ELASTANO;75120-40-CARAMELO;19;40;75120CARAMELO.jpg; R$ 29,90 
75120;Short;SHORT;Caramelo; 97,00% ALGODAO    3,00% ELASTANO;75120-42-CARAMELO;15;42;75120CARAMELO.jpg; R$ 29,90 
75129;Short Plano Renda;SHORT;Pink;100,00% POLIAMIDA;75129-36-PINK;2;36;75129PINK.jpg; R$ 29,90 
75129;Short Plano Renda;SHORT;Pink;100,00% POLIAMIDA;75129-38-PINK;8;38;75129PINK.jpg; R$ 29,90 
75129;Short Plano Renda;SHORT;Pink;100,00% POLIAMIDA;75129-40-PINK;5;40;75129PINK.jpg; R$ 29,90 
75129;Short Plano Renda;SHORT;Pink;100,00% POLIAMIDA;75129-42-PINK;5;42;75129PINK.jpg; R$ 29,90 
75130;Short;SHORT;Preto; 42,00% ALGODAO    3,00% ELASTANO   55,00% POLIESTER;75130-40-PRETO;8;40;75130PRETO.jpg; R$ 25,00 
75130;Short;SHORT;Preto; 42,00% ALGODAO    3,00% ELASTANO   55,00% POLIESTER;75130-42-PRETO;4;42;75130PRETO.jpg; R$ 25,00 
75130;Short;SHORT;Coral; 42,00% ALGODAO    3,00% ELASTANO   55,00% POLIESTER;75130-42-CORAL;1;42;75130CORAL.jpg; R$ 25,00 
75131;Short;SHORT;Preto; 97,00% ALGODAO    3,00% ELASTANO;75131-34-PRETO;1;34;75131PRETO.jpg; R$ 25,00 
75131;Short;SHORT;Preto; 97,00% ALGODAO    3,00% ELASTANO;75131-38-PRETO;43;38;75131PRETO.jpg; R$ 25,00 
75131;Short;SHORT;Preto; 97,00% ALGODAO    3,00% ELASTANO;75131-40-PRETO;44;40;75131PRETO.jpg; R$ 25,00 
75131;Short;SHORT;Preto; 97,00% ALGODAO    3,00% ELASTANO;75131-42-PRETO;7;42;75131PRETO.jpg; R$ 25,00 
75131;Short;SHORT;Bege; 97,00% ALGODAO    3,00% ELASTANO;75131-38-BEGE;25;38;75131BEGE.jpg; R$ 25,00 
75131;Short;SHORT;Bege; 97,00% ALGODAO    3,00% ELASTANO;75131-40-BEGE;23;40;75131BEGE.jpg; R$ 25,00 
75131;Short;SHORT;Bege; 97,00% ALGODAO    3,00% ELASTANO;75131-42-BEGE;2;42;75131BEGE.jpg; R$ 25,00 
75131;Short;SHORT;Cinza; 97,00% ALGODAO    3,00% ELASTANO;75131-38-CINZA;37;38;75131CINZA.jpg; R$ 25,00 
75131;Short;SHORT;Cinza; 97,00% ALGODAO    3,00% ELASTANO;75131-40-CINZA;22;40;75131CINZA.jpg; R$ 25,00 
75131;Short;SHORT;Cinza; 97,00% ALGODAO    3,00% ELASTANO;75131-42-CINZA;6;42;75131CINZA.jpg; R$ 25,00 
75132;Short Saia;SHORT;Verde Agua;  6,00% ELASTANO   94,00% VISCOSE;75132-38-VERDE AGUA;3;38;75132VERDE AGUA.jpg; R$ 40,00 
75134;Short 1/2 Coxa;SHORT;Preto; 95,00% ALGODAO    5,00% ELASTANO;75134-38-PRETO;16;38;75134PRETO.jpg; R$ 30,00 
75134;Short 1/2 Coxa;SHORT;Preto; 95,00% ALGODAO    5,00% ELASTANO;75134-40-PRETO;53;40;75134PRETO.jpg; R$ 30,00 
75134;Short 1/2 Coxa;SHORT;Preto; 95,00% ALGODAO    5,00% ELASTANO;75134-42-PRETO;42;42;75134PRETO.jpg; R$ 30,00 
75134;Short 1/2 Coxa;SHORT;Preto; 95,00% ALGODAO    5,00% ELASTANO;75134-44-PRETO;45;44;75134PRETO.jpg; R$ 30,00 
75134;Short 1/2 Coxa;SHORT;Preto; 95,00% ALGODAO    5,00% ELASTANO;75134-46-PRETO;4;46;75134PRETO.jpg; R$ 30,00 
75134;Short 1/2 Coxa;SHORT;Preto; 95,00% ALGODAO    5,00% ELASTANO;75134-54-PRETO;1;54;75134PRETO.jpg; R$ 30,00 
75134;Short 1/2 Coxa;SHORT;Azul; 95,00% ALGODAO    5,00% ELASTANO;75134-38-AZUL;3;38;75134AZUL.jpg; R$ 30,00 
75134;Short 1/2 Coxa;SHORT;Azul; 95,00% ALGODAO    5,00% ELASTANO;75134-40-AZUL;51;40;75134AZUL.jpg; R$ 30,00 
75134;Short 1/2 Coxa;SHORT;Azul; 95,00% ALGODAO    5,00% ELASTANO;75134-42-AZUL;50;42;75134AZUL.jpg; R$ 30,00 
75134;Short 1/2 Coxa;SHORT;Azul; 95,00% ALGODAO    5,00% ELASTANO;75134-44-AZUL;40;44;75134AZUL.jpg; R$ 30,00 
75134;Short 1/2 Coxa;SHORT;Azul; 95,00% ALGODAO    5,00% ELASTANO;75134-46-AZUL;4;46;75134AZUL.jpg; R$ 30,00 
75134;Short 1/2 Coxa;SHORT;Azul; 95,00% ALGODAO    5,00% ELASTANO;75134-54-AZUL;1;54;75134AZUL.jpg; R$ 30,00 
75136;Short Saia C/ 3 Botões Encapados;SHORT;Coral; 42,00% ALGODAO    3,00% ELASTANO   55,00% POLIESTER;75136-38-CORAL;4;38;75136CORAL.jpg; R$ 40,00 
75142;Short 1/2 Coxa;SHORT;Musgo; 30,00% LINHO   70,00% VISCOSE;75142-38-MUSGO;2;38;75142MUSGO.jpg; R$ 25,00 
75142;Short 1/2 Coxa;SHORT;Musgo; 30,00% LINHO   70,00% VISCOSE;75142-40-MUSGO;2;40;75142MUSGO.jpg; R$ 25,00 
75145;Short;SHORT;Azul;100,00% POLIESTER;75145-38-AZUL;15;38;75145AZUL.jpg; R$ 25,00 
75145;Short;SHORT;Azul;100,00% POLIESTER;75145-40-AZUL;28;40;75145AZUL.jpg; R$ 25,00 
75145;Short;SHORT;Azul;100,00% POLIESTER;75145-42-AZUL;25;42;75145AZUL.jpg; R$ 25,00 
75145;Short;SHORT;Rosa;100,00% POLIESTER;75145-38-ROSA;2;38;75145ROSA.jpg; R$ 25,00 
75145;Short;SHORT;Rosa;100,00% POLIESTER;75145-40-ROSA;28;40;75145ROSA.jpg; R$ 25,00 
75145;Short;SHORT;Rosa;100,00% POLIESTER;75145-42-ROSA;14;42;75145ROSA.jpg; R$ 25,00 
75145;Short;SHORT;Rosa;100,00% POLIESTER;75145-44-ROSA;2;44;75145ROSA.jpg; R$ 25,00 
102251;Saia Em Crepe;SAIA;Vermelho;100,00% POLIESTER;102251-38-VERMELHO;3;38;102251VERMELHO.jpg; R$ 40,00 
102251;Saia Em Crepe;SAIA;Vermelho;100,00% POLIESTER;102251-40-VERMELHO;5;40;102251VERMELHO.jpg; R$ 40,00 
102251;Saia Em Crepe;SAIA;Vermelho;100,00% POLIESTER;102251-42-VERMELHO;1;42;102251VERMELHO.jpg; R$ 40,00 
102435;Saia Bengaline Span Poliamida;SAIA;Azul Petroleo;  3,00% ELASTANO   23,00% POLIAMIDA   74,00% VISCOSE;102435-38-AZUL PETROLEO;1;38;102435AZUL PETROLEO.jpg; R$ 40,00 
102435;Saia Bengaline Span Poliamida;SAIA;Azul Petroleo;  3,00% ELASTANO   23,00% POLIAMIDA   74,00% VISCOSE;102435-52-AZUL PETROLEO;1;52;102435AZUL PETROLEO.jpg; R$ 40,00 
102435;Saia Bengaline Span Poliamida;SAIA;Marinho;  3,00% ELASTANO   23,00% POLIAMIDA   74,00% VISCOSE;102435-38-MARINHO;13;38;102435MARINHO.jpg; R$ 40,00 
102435;Saia Bengaline Span Poliamida;SAIA;Marinho;  3,00% ELASTANO   23,00% POLIAMIDA   74,00% VISCOSE;102435-40-MARINHO;11;40;102435MARINHO.jpg; R$ 40,00 
102435;Saia Bengaline Span Poliamida;SAIA;Marinho;  3,00% ELASTANO   23,00% POLIAMIDA   74,00% VISCOSE;102435-42-MARINHO;17;42;102435MARINHO.jpg; R$ 40,00 
102435;Saia Bengaline Span Poliamida;SAIA;Marinho;  3,00% ELASTANO   23,00% POLIAMIDA   74,00% VISCOSE;102435-50-MARINHO;1;50;102435MARINHO.jpg; R$ 40,00 
102435;Saia Bengaline Span Poliamida;SAIA;Rosa;  3,00% ELASTANO   23,00% POLIAMIDA   74,00% VISCOSE;102435-38-ROSA;1;38;102435ROSA.jpg; R$ 40,00 
102435;Saia Bengaline Span Poliamida;SAIA;Rosa;  3,00% ELASTANO   23,00% POLIAMIDA   74,00% VISCOSE;102435-40-ROSA;1;40;102435ROSA.jpg; R$ 40,00 
102435;Saia Bengaline Span Poliamida;SAIA;Rosa;  3,00% ELASTANO   23,00% POLIAMIDA   74,00% VISCOSE;102435-42-ROSA;1;42;102435ROSA.jpg; R$ 40,00 
102435;Saia Bengaline Span Poliamida;SAIA;Caramelo;  3,00% ELASTANO   23,00% POLIAMIDA   74,00% VISCOSE;102435-52-CARAMELO;1;52;102435CARAMELO.jpg; R$ 40,00 
102435;Saia Bengaline Span Poliamida;SAIA;Militar;  3,00% ELASTANO   23,00% POLIAMIDA   74,00% VISCOSE;102435-38-MILITAR;1;38;102435MILITAR.jpg; R$ 40,00 
102435;Saia Bengaline Span Poliamida;SAIA;Militar;  3,00% ELASTANO   23,00% POLIAMIDA   74,00% VISCOSE;102435-54-MILITAR;1;54;102435MILITAR.jpg; R$ 40,00 
102482;Saia Detalhes De Botões;SAIA;Indigo;  3,00% ELASTANO   19,00% POLIAMIDA   78,00% VISCOSE;102482-38-INDIGO;3;38;102482INDIGO.jpg; R$ 25,00 
73103;Saia Malha Estampada;SAIA;Preto;  4,00% ELASTANO   96,00% VISCOSE;73103-36-PRETO;16;36;73103PRETO.jpg; R$ 25,00 
73103;Saia Malha Estampada;SAIA;Preto;  4,00% ELASTANO   96,00% VISCOSE;73103-38-PRETO;7;38;73103PRETO.jpg; R$ 25,00 
73103;Saia Malha Estampada;SAIA;Marinho;  4,00% ELASTANO   96,00% VISCOSE;73103-36-MARINHO;8;36;73103MARINHO.jpg; R$ 25,00 
73103;Saia Malha Estampada;SAIA;Marinho;  4,00% ELASTANO   96,00% VISCOSE;73103-38-MARINHO;3;38;73103MARINHO.jpg; R$ 25,00 
73104;Saia Malha Estampas Sortidas;SAIA;Preto;  4,50% ELASTANO   95,50% POLIESTER;73104-38-PRETO;5;38;73104PRETO.jpg; R$ 25,00 
73104;Saia Malha Estampas Sortidas;SAIA;Preto;  4,50% ELASTANO   95,50% POLIESTER;73104-40-PRETO;2;40;73104PRETO.jpg; R$ 25,00 
73104;Saia Malha Estampas Sortidas;SAIA;Preto;  4,50% ELASTANO   95,50% POLIESTER;73104-42-PRETO;3;42;73104PRETO.jpg; R$ 25,00 
73104;Saia Malha Estampas Sortidas;SAIA;Preto;  4,50% ELASTANO   95,50% POLIESTER;73104-46-PRETO;1;46;73104PRETO.jpg; R$ 25,00 
73104;Saia Malha Estampas Sortidas;SAIA;Marinho;  4,50% ELASTANO   95,50% POLIESTER;73104-48-MARINHO;1;48;73104MARINHO.jpg; R$ 25,00 
73104;Saia Malha Estampas Sortidas;SAIA;Azul;  4,50% ELASTANO   95,50% POLIESTER;73104-38-AZUL;4;38;73104AZUL.jpg; R$ 25,00 
73104;Saia Malha Estampas Sortidas;SAIA;Azul;  4,50% ELASTANO   95,50% POLIESTER;73104-40-AZUL;3;40;73104AZUL.jpg; R$ 25,00 
73104;Saia Malha Estampas Sortidas;SAIA;Azul;  4,50% ELASTANO   95,50% POLIESTER;73104-42-AZUL;2;42;73104AZUL.jpg; R$ 25,00 
73104;Saia Malha Estampas Sortidas;SAIA;Azul;  4,50% ELASTANO   95,50% POLIESTER;73104-44-AZUL;2;44;73104AZUL.jpg; R$ 25,00 
73104;Saia Malha Estampas Sortidas;SAIA;Azul;  4,50% ELASTANO   95,50% POLIESTER;73104-48-AZUL;1;48;73104AZUL.jpg; R$ 25,00 
73104;Saia Malha Estampas Sortidas;SAIA;Azul;  4,50% ELASTANO   95,50% POLIESTER;73104-50-AZUL;2;50;73104AZUL.jpg; R$ 25,00 
73104;Saia Malha Estampas Sortidas;SAIA;Azul;  4,50% ELASTANO   95,50% POLIESTER;73104-52-AZUL;1;52;73104AZUL.jpg; R$ 25,00 
73104;Saia Malha Estampas Sortidas;SAIA;Azul;  4,50% ELASTANO   95,50% POLIESTER;73104-54-AZUL;3;54;73104AZUL.jpg; R$ 25,00 
73104;Saia Malha Estampas Sortidas;SAIA;Verde;  4,50% ELASTANO   95,50% POLIESTER;73104-54-VERDE;2;54;73104VERDE.jpg; R$ 25,00 
73104;Saia Malha Estampas Sortidas;SAIA;Rosa;  4,50% ELASTANO   95,50% POLIESTER;73104-38-ROSA;1;38;73104ROSA.jpg; R$ 25,00 
73104;Saia Malha Estampas Sortidas;SAIA;Rosa;  4,50% ELASTANO   95,50% POLIESTER;73104-44-ROSA;1;44;73104ROSA.jpg; R$ 25,00 
73104;Saia Malha Estampas Sortidas;SAIA;Coral;  4,50% ELASTANO   95,50% POLIESTER;73104-38-CORAL;2;38;73104CORAL.jpg; R$ 25,00 
73104;Saia Malha Estampas Sortidas;SAIA;Coral;  4,50% ELASTANO   95,50% POLIESTER;73104-44-CORAL;1;44;73104CORAL.jpg; R$ 25,00 
73104;Saia Malha Estampas Sortidas;SAIA;Coral;  4,50% ELASTANO   95,50% POLIESTER;73104-46-CORAL;1;46;73104CORAL.jpg; R$ 25,00 
73106;Saia Malha Lisa;SAIA;Preto; 76,00% ALGODÃO   24,00% POLIESTER;73106-38-PRETO;3;38;73106PRETO.jpg; R$ 29,90 
73106;Saia Malha Lisa;SAIA;Preto; 76,00% ALGODÃO   24,00% POLIESTER;73106-40-PRETO;2;40;73106PRETO.jpg; R$ 29,90 
73106;Saia Malha Lisa;SAIA;Preto; 76,00% ALGODÃO   24,00% POLIESTER;73106-48-PRETO;1;48;73106PRETO.jpg; R$ 29,90 
73106;Saia Malha Lisa;SAIA;Preto; 76,00% ALGODÃO   24,00% POLIESTER;73106-50-PRETO;1;50;73106PRETO.jpg; R$ 29,90 
73106;Saia Malha Lisa;SAIA;Salmao; 76,00% ALGODÃO   24,00% POLIESTER;73106-40-SALMAO;2;40;73106SALMAO.jpg; R$ 29,90 
73106;Saia Malha Lisa;SAIA;Salmao; 76,00% ALGODÃO   24,00% POLIESTER;73106-42-SALMAO;1;42;73106SALMAO.jpg; R$ 29,90 
73106;Saia Malha Lisa;SAIA;Salmao; 76,00% ALGODÃO   24,00% POLIESTER;73106-44-SALMAO;1;44;73106SALMAO.jpg; R$ 29,90 
73106;Saia Malha Lisa;SAIA;Salmao; 76,00% ALGODÃO   24,00% POLIESTER;73106-46-SALMAO;1;46;73106SALMAO.jpg; R$ 29,90 
73106;Saia Malha Lisa;SAIA;Salmao; 76,00% ALGODÃO   24,00% POLIESTER;73106-48-SALMAO;3;48;73106SALMAO.jpg; R$ 29,90 
73106;Saia Malha Lisa;SAIA;Salmao; 76,00% ALGODÃO   24,00% POLIESTER;73106-50-SALMAO;2;50;73106SALMAO.jpg; R$ 29,90 
73106;Saia Malha Lisa;SAIA;Salmao; 76,00% ALGODÃO   24,00% POLIESTER;73106-52-SALMAO;2;52;73106SALMAO.jpg; R$ 29,90 
73106;Saia Malha Lisa;SAIA;Salmao; 76,00% ALGODÃO   24,00% POLIESTER;73106-54-SALMAO;1;54;73106SALMAO.jpg; R$ 29,90 
73110;Saia Detalhe Croco Animal Print;SAIA;Preto;100,00% POLIESTER;73110-P-PRETO;8;P;73110PRETO.jpg; R$ 40,00 
73110;Saia Detalhe Croco Animal Print;SAIA;Preto;100,00% POLIESTER;73110-M-PRETO;2;M;73110PRETO.jpg; R$ 40,00 
73110;Saia Detalhe Croco Animal Print;SAIA;Preto;100,00% POLIESTER;73110-G-PRETO;5;G;73110PRETO.jpg; R$ 40,00 
73110;Saia Detalhe Croco Animal Print;SAIA;Caramelo;100,00% POLIESTER;73110-P-CARAMELO;43;P;73110CARAMELO.jpg; R$ 40,00 
73110;Saia Detalhe Croco Animal Print;SAIA;Caramelo;100,00% POLIESTER;73110-M-CARAMELO;75;M;73110CARAMELO.jpg; R$ 40,00 
73110;Saia Detalhe Croco Animal Print;SAIA;Caramelo;100,00% POLIESTER;73110-G-CARAMELO;77;G;73110CARAMELO.jpg; R$ 40,00 
73110;Saia Detalhe Croco Animal Print;SAIA;Caramelo;100,00% POLIESTER;73110-GG-CARAMELO;39;GG;73110CARAMELO.jpg; R$ 40,00 
73111;Saia Recorte Tecido Acetinado Com Elastano;SAIA;Preto; 53,00% ALGODAO    4,00% ELASTANO   43,00% POLIAMIDA;73111-P-PRETO;9;P;73111PRETO.jpg; R$ 40,00 
73111;Saia Recorte Tecido Acetinado Com Elastano;SAIA;Preto; 53,00% ALGODAO    4,00% ELASTANO   43,00% POLIAMIDA;73111-M-PRETO;41;M;73111PRETO.jpg; R$ 40,00 
73111;Saia Recorte Tecido Acetinado Com Elastano;SAIA;Preto; 53,00% ALGODAO    4,00% ELASTANO   43,00% POLIAMIDA;73111-G-PRETO;50;G;73111PRETO.jpg; R$ 40,00 
73111;Saia Recorte Tecido Acetinado Com Elastano;SAIA;Preto; 53,00% ALGODAO    4,00% ELASTANO   43,00% POLIAMIDA;73111-GG-PRETO;37;GG;73111PRETO.jpg; R$ 40,00 
73111;Saia Recorte Tecido Acetinado Com Elastano;SAIA;Bege; 53,00% ALGODAO    4,00% ELASTANO   43,00% POLIAMIDA;73111-M-BEGE;1;M;73111BEGE.jpg; R$ 40,00 
73111;Saia Recorte Tecido Acetinado Com Elastano;SAIA;Bege; 53,00% ALGODAO    4,00% ELASTANO   43,00% POLIAMIDA;73111-G-BEGE;3;G;73111BEGE.jpg; R$ 40,00 
73111;Saia Recorte Tecido Acetinado Com Elastano;SAIA;Bege; 53,00% ALGODAO    4,00% ELASTANO   43,00% POLIAMIDA;73111-GG-BEGE;7;GG;73111BEGE.jpg; R$ 40,00 
73111;Saia Recorte Tecido Acetinado Com Elastano;SAIA;Bege; 53,00% ALGODAO    4,00% ELASTANO   43,00% POLIAMIDA;73111-EX-BEGE;3;EX;73111BEGE.jpg; R$ 40,00 
73111;Saia Recorte Tecido Acetinado Com Elastano;SAIA;Caqui; 53,00% ALGODAO    4,00% ELASTANO   43,00% POLIAMIDA;73111-P-CAQUI;13;P;73111CAQUI.jpg; R$ 40,00 
73111;Saia Recorte Tecido Acetinado Com Elastano;SAIA;Caqui; 53,00% ALGODAO    4,00% ELASTANO   43,00% POLIAMIDA;73111-M-CAQUI;40;M;73111CAQUI.jpg; R$ 40,00 
73111;Saia Recorte Tecido Acetinado Com Elastano;SAIA;Caqui; 53,00% ALGODAO    4,00% ELASTANO   43,00% POLIAMIDA;73111-G-CAQUI;43;G;73111CAQUI.jpg; R$ 40,00 
73111;Saia Recorte Tecido Acetinado Com Elastano;SAIA;Caqui; 53,00% ALGODAO    4,00% ELASTANO   43,00% POLIAMIDA;73111-GG-CAQUI;44;GG;73111CAQUI.jpg; R$ 40,00 
73111;Saia Recorte Tecido Acetinado Com Elastano;SAIA;Caqui; 53,00% ALGODAO    4,00% ELASTANO   43,00% POLIAMIDA;73111-EG-CAQUI;13;EG;73111CAQUI.jpg; R$ 40,00 
73111;Saia Recorte Tecido Acetinado Com Elastano;SAIA;Caqui; 53,00% ALGODAO    4,00% ELASTANO   43,00% POLIAMIDA;73111-EX-CAQUI;19;EX;73111CAQUI.jpg; R$ 40,00 
73111;Saia Recorte Tecido Acetinado Com Elastano;SAIA;Marinho; 53,00% ALGODAO    4,00% ELASTANO   43,00% POLIAMIDA;73111-G-MARINHO;4;G;73111MARINHO.jpg; R$ 40,00 
73111;Saia Recorte Tecido Acetinado Com Elastano;SAIA;Marinho; 53,00% ALGODAO    4,00% ELASTANO   43,00% POLIAMIDA;73111-EX-MARINHO;1;EX;73111MARINHO.jpg; R$ 40,00 
73112;Saia;SAIA;Off White;100,00% POLIESTER;73112-38-OFF WHITE;14;38;73112OFF WHITE.jpg; R$ 34,90 
73112;Saia;SAIA;Off White;100,00% POLIESTER;73112-40-OFF WHITE;26;40;73112OFF WHITE.jpg; R$ 34,90 
73112;Saia;SAIA;Off White;100,00% POLIESTER;73112-42-OFF WHITE;18;42;73112OFF WHITE.jpg; R$ 34,90 
73112;Saia;SAIA;Off White;100,00% POLIESTER;73112-44-OFF WHITE;2;44;73112OFF WHITE.jpg; R$ 34,90 
73112;Saia;SAIA;Off White;100,00% POLIESTER;73112-48-OFF WHITE;4;48;73112OFF WHITE.jpg; R$ 34,90 
73112;Saia;SAIA;Off White;100,00% POLIESTER;73112-52-OFF WHITE;3;52;73112OFF WHITE.jpg; R$ 34,90 
73112;Saia;SAIA;Off White;100,00% POLIESTER;73112-54-OFF WHITE;6;54;73112OFF WHITE.jpg; R$ 34,90 
73112;Saia;SAIA;Coral;100,00% POLIESTER;73112-38-CORAL;6;38;73112CORAL.jpg; R$ 34,90 
73112;Saia;SAIA;Coral;100,00% POLIESTER;73112-40-CORAL;11;40;73112CORAL.jpg; R$ 34,90 
73112;Saia;SAIA;Coral;100,00% POLIESTER;73112-42-CORAL;11;42;73112CORAL.jpg; R$ 34,90 
73112;Saia;SAIA;Coral;100,00% POLIESTER;73112-44-CORAL;6;44;73112CORAL.jpg; R$ 34,90 
73112;Saia;SAIA;Coral;100,00% POLIESTER;73112-46-CORAL;1;46;73112CORAL.jpg; R$ 34,90 
73112;Saia;SAIA;Coral;100,00% POLIESTER;73112-52-CORAL;2;52;73112CORAL.jpg; R$ 34,90 
73112;Saia;SAIA;Coral;100,00% POLIESTER;73112-54-CORAL;1;54;73112CORAL.jpg; R$ 34,90 
73113;Saia Curta Com Barra Assimetrica E Ziper Atras;SAIA;Turquesa;  5,00% ELASTANO   40,00% POLIAMIDA   55,00% POLIESTER;73113-38-TURQUESA;24;38;73113TURQUESA.jpg; R$ 39,90 
73113;Saia Curta Com Barra Assimetrica E Ziper Atras;SAIA;Turquesa;  5,00% ELASTANO   40,00% POLIAMIDA   55,00% POLIESTER;73113-40-TURQUESA;50;40;73113TURQUESA.jpg; R$ 39,90 
73113;Saia Curta Com Barra Assimetrica E Ziper Atras;SAIA;Turquesa;  5,00% ELASTANO   40,00% POLIAMIDA   55,00% POLIESTER;73113-42-TURQUESA;49;42;73113TURQUESA.jpg; R$ 39,90 
73113;Saia Curta Com Barra Assimetrica E Ziper Atras;SAIA;Turquesa;  5,00% ELASTANO   40,00% POLIAMIDA   55,00% POLIESTER;73113-44-TURQUESA;24;44;73113TURQUESA.jpg; R$ 39,90 
73113;Saia Curta Com Barra Assimetrica E Ziper Atras;SAIA;Turquesa;  5,00% ELASTANO   40,00% POLIAMIDA   55,00% POLIESTER;73113-46-TURQUESA;5;46;73113TURQUESA.jpg; R$ 39,90 
73113;Saia Curta Com Barra Assimetrica E Ziper Atras;SAIA;Turquesa;  5,00% ELASTANO   40,00% POLIAMIDA   55,00% POLIESTER;73113-48-TURQUESA;10;48;73113TURQUESA.jpg; R$ 39,90 
73113;Saia Curta Com Barra Assimetrica E Ziper Atras;SAIA;Lima;  5,00% ELASTANO   40,00% POLIAMIDA   55,00% POLIESTER;73113-38-LIMA;19;38;73113LIMA.jpg; R$ 39,90 
73113;Saia Curta Com Barra Assimetrica E Ziper Atras;SAIA;Lima;  5,00% ELASTANO   40,00% POLIAMIDA   55,00% POLIESTER;73113-40-LIMA;45;40;73113LIMA.jpg; R$ 39,90 
73113;Saia Curta Com Barra Assimetrica E Ziper Atras;SAIA;Lima;  5,00% ELASTANO   40,00% POLIAMIDA   55,00% POLIESTER;73113-42-LIMA;45;42;73113LIMA.jpg; R$ 39,90 
73113;Saia Curta Com Barra Assimetrica E Ziper Atras;SAIA;Lima;  5,00% ELASTANO   40,00% POLIAMIDA   55,00% POLIESTER;73113-44-LIMA;20;44;73113LIMA.jpg; R$ 39,90 
73113;Saia Curta Com Barra Assimetrica E Ziper Atras;SAIA;Lima;  5,00% ELASTANO   40,00% POLIAMIDA   55,00% POLIESTER;73113-46-LIMA;6;46;73113LIMA.jpg; R$ 39,90 
73113;Saia Curta Com Barra Assimetrica E Ziper Atras;SAIA;Lima;  5,00% ELASTANO   40,00% POLIAMIDA   55,00% POLIESTER;73113-48-LIMA;10;48;73113LIMA.jpg; R$ 39,90 
73113;Saia Curta Com Barra Assimetrica E Ziper Atras;SAIA;Rosa;  5,00% ELASTANO   40,00% POLIAMIDA   55,00% POLIESTER;73113-38-ROSA;30;38;73113ROSA.jpg; R$ 39,90 
73113;Saia Curta Com Barra Assimetrica E Ziper Atras;SAIA;Rosa;  5,00% ELASTANO   40,00% POLIAMIDA   55,00% POLIESTER;73113-40-ROSA;56;40;73113ROSA.jpg; R$ 39,90 
73113;Saia Curta Com Barra Assimetrica E Ziper Atras;SAIA;Rosa;  5,00% ELASTANO   40,00% POLIAMIDA   55,00% POLIESTER;73113-42-ROSA;53;42;73113ROSA.jpg; R$ 39,90 
73113;Saia Curta Com Barra Assimetrica E Ziper Atras;SAIA;Rosa;  5,00% ELASTANO   40,00% POLIAMIDA   55,00% POLIESTER;73113-44-ROSA;25;44;73113ROSA.jpg; R$ 39,90 
73113;Saia Curta Com Barra Assimetrica E Ziper Atras;SAIA;Rosa;  5,00% ELASTANO   40,00% POLIAMIDA   55,00% POLIESTER;73113-46-ROSA;7;46;73113ROSA.jpg; R$ 39,90 
73113;Saia Curta Com Barra Assimetrica E Ziper Atras;SAIA;Rosa;  5,00% ELASTANO   40,00% POLIAMIDA   55,00% POLIESTER;73113-48-ROSA;7;48;73113ROSA.jpg; R$ 39,90 
102500P;Blusa Regata Estampada;REGATA;Preto;  4,00% ELASTANO   96,00% POLIESTER;102500P-P-PRETO;14;P;102500PPRETO.jpg; R$ 30,00 
102500P;Blusa Regata Estampada;REGATA;Preto;  4,00% ELASTANO   96,00% POLIESTER;102500P-M-PRETO;13;M;102500PPRETO.jpg; R$ 30,00 
